gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
ABI1	14.78990407	14.98384568	15.63817453	14.34821256	13.29625921	14.44962198	22.63459796	23.96560865	23.78045264	16.98182848	18.4317101	17.15595712	20.62076895	19.28455299	18.71124883	21.63180089	19.54434088	21.18468937	18.17180904	18.23892394	18.92818459	19.98475475	20.7542059	19.91685863				
ABI2	13.59375867	14.03002604	14.48822966	12.83991367	12.259042	12.28134597	8.980765722	8.570050336	8.72641004	10.19175491	10.45659692	10.49677584	10.48718531	10.33857173	9.904397155	17.04395555	15.92284008	16.03575296	9.411146312	9.698023109	10.53505165	8.810376274	7.985078904	8.783173741				
ABI3	0.052779912	0	0	0	0.046845849	0	0	0	0	0.028670798	0.057003179	0.031179079	0	0	0	0	0	0	0	0	0	0	0	0				
ABI3BP	0.676014502	0.341218297	0.687528798	0.016408083	0.007500125	0.039482777	1.986997894	1.664430644	2.428490506	0.302957062	0.684475182	0.539118714	0	0	0	0	0.010249666	0	0	0.024795546	0.009138008	0	0	0.015899897				
ABL1	14.0161036	14.38049328	13.69618581	15.00942752	14.41092375	14.60056653	18.81581365	17.30486747	17.81774773	24.07214535	22.68669998	24.05147681	12.5806905	11.98645963	12.52918102	15.82943287	15.06139142	15.09131074	22.58730768	23.06621551	21.72764549	15.07737648	14.4486253	14.24369734				
ABL2	6.91354649	6.465404897	7.052935732	4.633515211	5.093948962	4.801115707	12.49543632	12.8124401	15.88570843	7.289358586	6.964063841	6.886485486	2.83320052	3.233026183	2.749926553	4.774684179	4.902936343	4.744200653	10.06348161	9.787839234	9.94645257	9.529438775	9.108624958	9.505476936				
ABLIM1	11.35642141	11.36378089	11.30974172	12.29506728	12.33148501	12.99946839	16.63749635	16.66223483	12.42213784	15.64937958	14.76210221	14.73706807	14.40230264	14.59538254	14.87647343	15.88850363	16.631636	17.13508993	17.83699168	18.26878864	18.802795	17.30257578	17.04848249	17.20135187				
ABLIM2	0.229345944	0.156634056	0.129723207	0.151817373	0.268329755	0.272770922	0.923958556	0.997071032	1.186526343	0.894739455	1.339817855	1.477999377	0.107252303	0.064163284	0.069100488	0.056571917	0.025289607	0.048811975	0.994943157	1.182803969	1.059697072	0.549365701	0.669108173	0.784615094				
ABLIM3	1.144718735	0.976047001	0.94112035	0.143183281	0.137131214	0.118128679	0.444597749	0.498779726	0.592828329	0.251782905	0.424746325	0.331891248	0.415448576	0.407544734	0.26766511	18.08339268	18.17813399	17.2634857	3.646984222	3.407055939	3.630150084	2.883367807	2.873553764	2.986399542				
ABO	0	0	0	0.242240326	0.28472889	0.033308742	0.09670877	0	0.033807599	0	0	0	0	0.031340559	0.059066239	0	0.043234483	0	0	0	0	0	0	0				
ABR	2.918353427	2.426735309	2.554637897	15.05350599	15.37140551	15.0472242	18.80179674	18.63632723	22.5285388	13.63108265	14.8402553	14.04978835	4.965888182	4.556133753	4.393051493	0.308275692	0.529622419	0.396376763	0.166757852	0.200466043	0.260181159	0	0	0.00838349				
ABRA	0.019336294	0.054474383	0	0.01877306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020910226	0	0	0				
ABRACL	5.983355506	6.495112601	7.093458305	22.65004502	22.26573125	21.03167316	16.92897726	17.82989444	7.341168258	11.51003736	12.21281974	12.06301522	0.141187602	0.09653137	0.181928629	4.766183978	3.39572244	4.048152525	6.42034015	8.644315055	9.082287353	11.78689223	11.14234998	9.760642424				
ABRAXAS1	35.69308777	35.51446733	37.22661294	25.14211516	26.41375683	27.37806627	8.626002522	7.334190926	8.573111282	6.446262598	7.56608948	7.272281839	5.293041644	5.412105377	5.68196432	11.63569545	11.09815393	10.92675568	8.249923856	7.973093131	9.014961699	8.635880955	9.461510803	9.28627183				
ABRAXAS2	14.74776925	15.68397957	14.51229687	11.61871073	12.03916392	11.86793149	11.82562082	11.59953595	12.20604606	12.63422017	12.5799462	12.23018138	11.90304604	11.00147891	10.81842972	12.76929504	13.14849935	13.87663115	10.81089148	9.867732415	10.36125473	12.32369904	12.08840523	13.09704061				
ABT1	12.68711113	12.21717966	13.04728444	14.60751355	14.38989013	14.29203969	10.28407783	10.34500876	7.841765176	11.16717442	13.19281169	11.38146563	12.62273704	12.44333702	13.49486144	12.76596274	11.68469197	13.92115809	11.31359219	12.87075771	11.54504944	14.29457609	14.50144193	14.43539287				
ABTB1	7.509520274	7.398780833	6.881785762	5.617486623	5.004380121	6.166217032	9.909013014	9.629389387	12.65725114	4.092652775	6.062861102	5.614282812	2.617526203	3.052471598	2.448027811	1.670147693	1.851602435	1.498696547	8.938688343	7.947173528	8.36040855	8.152912972	7.624960956	9.474012468				
ABTB2	1.261098642	0.97970561	0.998627928	4.608064443	5.667793533	4.660336624	6.542500512	7.165337495	10.14532053	6.638725271	6.896710326	6.596445161	5.356854781	5.463561347	4.986989145	4.401648185	4.408180145	4.321258561	1.684169276	1.659604064	1.537317447	1.379641215	1.214138607	1.100157424				
ACAA1	62.29565114	62.35709882	59.60557445	49.35472995	46.6502879	48.76066291	30.22219591	30.90063915	33.81159433	24.95639699	25.71275327	25.70185583	36.19293551	38.4557988	38.10768813	20.12245468	20.94321658	20.12242305	38.66961895	36.90132035	37.61769513	40.70182979	42.06695455	42.60222844				
ACAA2	40.39955643	43.04188865	42.09268863	28.5000092	27.24132125	29.36020937	13.16914427	12.4129407	14.03160449	24.81906733	24.39008042	20.46598627	39.44570381	39.1508077	39.32518078	30.5982111	29.93044581	30.04142355	33.91235618	32.8629111	37.11907901	41.30839346	44.16515266	43.77754646				
ACACA	22.62116119	22.74136282	23.10516603	40.3621395	45.53691094	40.5292706	18.85492245	16.40781031	14.78495201	28.1559644	27.91000603	27.69810286	30.74020973	30.18362464	32.8011596	39.19521278	39.59539207	39.2669652	39.42928846	37.75809801	39.31678411	33.55482547	32.10552554	34.6082148				
ACACB	9.779986215	10.31560909	9.589044626	2.848533473	2.158115255	2.756918757	9.147945007	9.486494078	12.64831226	8.16559644	8.975247228	9.045949108	3.636522864	3.748494132	3.644238728	3.797186659	4.246961975	3.839249772	4.580549497	4.634956499	4.189520515	3.089672408	2.770119412	3.30423794				
ACAD10	16.8618131	16.81121634	16.5856773	18.66945832	15.52483061	18.16157738	11.82102043	11.47025773	13.55257496	13.63527853	16.76243223	16.67158346	11.98053752	11.51663666	12.04317027	11.92068221	12.1520163	12.32020435	8.669857256	8.982608774	9.753589555	7.91223647	7.159441155	7.803051562				
ACAD11	31.02964547	31.85547324	31.53262825	16.68199121	13.14614923	15.34771476	9.135144157	9.26581245	11.07971803	7.573492821	7.904382028	7.15286305	16.89973776	17.52636149	15.4547245	28.26470409	29.66132357	26.81161087	13.96234045	13.96145451	15.11103728	11.37616713	12.27636623	12.41770329				
ACAD8	1.558569892	1.623388057	1.680801583	3.31047533	3.419083321	3.262720134	1.434183607	1.134331024	1.471815604	2.351359506	2.646206415	2.565110659	3.506891021	3.279378333	3.276345394	4.450515903	3.921282297	4.110915122	4.578776082	3.914303783	4.445424479	4.700062921	4.515795583	4.76389329				
ACAD9	20.5282318	20.63187094	18.87437064	25.87675268	23.70910392	25.57157199	18.29759393	17.23185248	18.14007627	22.02340528	22.1494918	21.31235272	21.25870079	21.73268922	22.47653078	28.43962714	30.53156896	31.1531237	17.80295105	16.48433486	17.07136597	18.72584388	17.24657477	19.31300408				
ACADL	0	0	0.03312108	0	0	0.016167401	0.015646838	0.032766865	0.098457218	0.05638855	0.018685253	0	0.014832882	0.015212084	0	0.117357562	0.020985159	0	0.453269296	0.406131054	0.467728746	0.299370906	0.471938531	0.472024827				
ACADM	15.39932106	14.30657888	15.56690166	12.13626819	12.77380403	12.69968279	8.014105572	7.593127728	9.84779252	7.036090624	6.683695698	6.437099943	18.91369912	19.93955367	18.39781545	18.66029016	17.15741647	18.17040954	28.74088047	27.28889844	29.21464539	29.51215891	32.79246781	32.72791992				
ACADS	4.551793191	5.589666803	5.285129345	7.086420804	6.502302567	6.292271938	15.46776536	15.91537036	18.54642441	16.67906832	17.77327434	16.73810097	14.68621666	14.84853211	14.32694494	9.938875262	8.526681156	7.755841632	5.972743691	6.032782957	5.970836461	5.719761725	6.504295707	4.561068676				
ACADSB	25.82981888	26.46836085	25.91995753	11.60176046	9.942895372	12.57274097	8.993307911	9.273323407	11.77389897	8.901797703	8.287241314	8.886903506	5.386216317	6.206084803	5.997122162	7.226693364	6.793977739	6.899931334	11.25211027	11.39208373	11.58218876	14.12450634	13.86868314	13.85053649				
ACADVL	134.4709945	131.657299	128.330174	116.4814881	107.8863581	112.7984258	97.93517016	96.0101981	111.9168654	60.2124994	66.5425361	59.41597931	65.46469303	66.68191596	64.126482	43.97147024	43.58066955	43.1155977	124.5633819	127.1835369	132.9642386	130.9112095	134.1369209	129.4405067				
ACAN	2.153013714	2.19866639	2.223106878	0.286425951	0.356562038	0.463395087	0.022707572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
ACAP1	0.22191317	0.229231128	0.212416877	0.021544921	0.03939268	0.020737421	0.240836527	0.147101621	0.063144	0.024109277	0.07190097	0.157310948	0.2283081	0.234144784	0.239028219	0.060212352	0.053834015	0.051953054	0.145348593	0.151938389	0.047995284	0.174542597	0.124628992	0.062632914				
ACAP2	14.21173808	13.5383642	13.75247244	14.61465706	15.91486064	14.70780812	15.46838735	14.79720715	14.33793457	13.04337373	11.98131533	12.98991033	12.7784666	12.70105125	12.28491949	20.08631799	19.42509014	19.58230841	15.7653964	15.87158242	16.35488219	15.67705815	16.07073267	15.82500547				
ACAP3	16.5824256	15.82694133	14.89852611	6.085658302	7.249866941	5.857568712	6.758265313	6.875612662	7.34513579	6.459820172	6.833930223	6.563979526	6.326704439	5.548740258	6.184530196	2.474071659	2.448623153	2.641076255	13.48417529	13.49818108	12.56629818	8.726244867	7.506107378	7.748521006				
ACAT1	15.13913514	14.32134766	15.77127631	29.39631491	29.36084464	27.05982013	7.702511648	7.26614281	6.250987719	14.54513174	14.21858817	14.89602362	20.25402994	20.00197784	19.38923302	17.19119772	16.50936473	17.23694476	38.87682334	37.15158864	38.38936333	54.10322718	56.69485625	54.09617763				
ACAT2	41.69419481	42.44421907	40.41731242	85.30470521	93.16962021	83.37322943	36.34988341	31.89882637	16.61716987	51.98365573	47.98792757	52.35684399	77.55156158	75.67654872	79.31440194	44.10155777	41.25133623	40.8095728	86.23556049	83.434801	87.05552642	149.1477002	162.6500673	163.3585067				
ACBD3	25.52734106	26.04488243	26.00458646	16.05816996	16.09381577	16.29616888	33.95284419	36.71585138	34.12731554	17.60974071	16.70544914	16.13248412	22.95373778	22.09872479	21.73876163	24.08627505	26.33518486	25.56268767	30.64255284	30.89058143	31.76560161	39.52384172	42.6184556	43.35965685				
ACBD4	4.447603186	4.436996528	4.809343581	4.953376297	4.420083301	4.373868972	5.807888321	5.440612089	5.670197434	4.145159223	5.174826863	4.324343874	2.776652363	2.974415693	2.352579844	3.235136718	4.331928009	3.180868773	6.008830298	5.586956506	5.385344607	4.824198255	4.298003408	4.831265896				
ACBD5	11.62633291	11.62881005	12.85828631	13.97092735	12.55669318	14.74865053	30.66599759	29.45186869	31.07703085	15.43207238	16.45936916	15.94684526	14.5414919	15.42186442	14.84607881	18.64085981	17.09067195	17.41308148	19.44513926	19.63521228	19.02893818	22.06930916	22.23095114	23.56927522				
ACBD6	12.27867813	12.60845998	13.75095636	12.36003854	12.04048469	11.44171777	15.47747266	15.48143131	12.66881196	22.03162745	22.05187023	21.04124789	13.24088086	11.37732107	12.56568434	20.24448442	20.37829005	21.17279837	22.71757903	23.88363488	22.19291856	31.35305637	29.52572308	30.76118436				
ACBD7	2.118322535	1.628994187	2.075571315	1.36028366	1.480440026	1.309300426	1.463248652	1.042482188	2.531256198	2.899408867	3.170526958	3.054532045	0.257405527	0.146658936	0.23494166	0.248916433	0.101158427	0.351446222	0.265318175	0.424177975	0.324673145	0.183668533	0.281025433	0.156923019				
ACCS	7.031685248	6.697191159	6.34772703	6.035946847	5.074073622	5.075158081	0.168033435	0.01353414	0	0.015527282	0	0	0.710688538	0.829389284	0.651298017	1.124591592	1.490858652	1.388578449	3.931618458	3.704474376	3.121987696	2.057139605	1.490649837	1.43872035				
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
ACD	8.135029598	8.993493856	8.151513063	7.184866168	7.920712428	7.144402713	2.436021835	2.370348042	2.322513325	4.463402075	5.318595246	5.111044891	6.064825296	5.167278444	5.928795137	7.972861485	7.590309484	8.599035097	3.33494718	3.75226466	3.854293145	3.766335231	3.994634087	4.223477476				
ACE	0.113891447	0.068060368	0.079285607	0.965009275	0.937348415	0.861112887	7.444295196	7.882987097	8.386563722	2.688421997	2.896200377	2.948085599	0.346194393	0.500704251	0.291675592	0.014046591	0	0.024239655	1.220671162	0.921565522	1.142047308	0.912083928	0.863912442	0.64289589				
ACE2	0.163845197	0.043960589	0.078416899	1.977045925	1.475015137	2.318532555	1.460638686	1.884043576	0.632715234	0.724739029	0.960615719	0.746662021	0.020067472	0.010290248	0.145451996	0	0	0.013699468	0.010950536	0.01144701	0	0	0	0				
ACER1	0	0	0.030519112	0	0.028298825	0	0	0	0	0	0	0	0	0	0.026417317	0	0	0	0.029832914	0	0	0	0	0				
ACER2	3.426439954	3.261986421	3.632189476	9.063472511	8.160145649	8.829624521	59.25385056	65.9316206	65.91132912	20.96131414	36.42503131	31.09237464	1.052051139	0.929554136	0.954155323	0.973245964	1.282325333	0.872894184	0.94503957	0.849397012	0.939095643	0.85379321	0.742165122	0.737077038				
ACER3	1.752002336	1.717045144	1.87217441	3.241119949	3.76033109	3.399458572	3.434047356	3.191493773	2.725249601	6.167097375	5.972444591	6.255004593	3.725146522	3.607513946	3.457530609	3.837580299	3.183778913	3.415587955	4.309927844	4.031741408	4.113029421	3.457557678	3.70576571	3.386481629				
ACHE	2.107136471	2.447699866	2.378387811	0.189203155	0.172969288	0.125201895	3.899490404	4.209938656	5.522073887	5.240139654	7.1429368	6.705900414	0.146194689	0.182060465	0.171560866	0.115669037	0.132963601	0.085545234	3.726696526	2.787717874	3.213822487	4.196034277	3.488612574	3.357472548				
ACIN1	35.05014584	34.47628295	34.5102008	28.86071581	29.32922055	27.81025907	38.41842407	38.21685557	41.37706314	37.20784112	36.81675654	37.14538094	33.98376766	30.60529524	30.25976749	30.8391803	30.79589794	30.31663449	37.65194449	36.44897141	38.12908879	37.48721101	33.57198029	35.68780812				
ACKR1	0.025434663	0	0	0	0	0	1.42618451	0.674404355	1.857566942	0.690823521	0.604336869	0.540907645	0	0	0	0	0	0	0	0	0	0	0	0				
ACKR2	0.607682225	0.659820963	0.618032644	0.553107618	0.455085264	0.514631317	0.274792307	0.467558811	0.252163571	0.041262702	0.102547948	0.067308891	0.081405464	0.050091954	0.062937472	0.025763157	0.069102142	0.088916949	0.764055182	0.705824214	0.739289527	0.388345484	0.578959409	0.553842831				
ACKR3	0.175247407	0.411423827	0.440338695	0.255214115	0.194430354	0.368473091	4.41798778	4.418527477	7.729160219	5.116832362	8.280567002	8.023205761	0	0	0	0	0	0	19.49269315	19.92649728	20.70420432	26.36157784	29.45598793	27.34833091				
ACKR4	0.108305599	0	0	0.042060335	0.019225753	0.06072588	0.548525685	0.635885527	1.088891304	0.329465584	0.070183105	0.204736612	2.711382308	2.018863395	1.848591174	0.793445656	0.86703882	0.836744473	0.081071948	0.084747578	0.046848576	0.017037241	0.017378763	0				
ACLY	65.34251547	67.01637105	65.25134936	119.1027498	132.1805759	123.0340323	82.96797201	77.02248725	75.35439947	119.4696093	106.9560469	111.5945448	90.26881259	90.9489534	100.1105119	126.3671804	126.2429634	125.6600488	157.994121	157.3839974	158.1637763	166.975376	167.4017867	165.9053545				
ACMSD	0.024281039	0	0.04648397	0.011786887	0	0	3.337865955	3.334046215	3.961169931	1.01561502	1.455427817	1.10446669	2.123363954	2.92487966	2.625430517	0.840001323	0.868826354	0.966371684	1.624437579	1.472466293	1.142199658	1.642419445	1.266247475	1.793226783				
ACO1	22.70161451	23.18717239	22.521401	32.04248429	30.25786382	30.59835197	18.10845385	17.39535043	17.87316244	16.79724598	15.95413726	16.36774291	49.24197025	48.06463053	51.11441402	25.75193086	26.79326403	27.50565439	63.30930969	62.85566556	65.05694149	67.01579156	68.59251642	65.97420637				
ACO2	39.34911362	35.9996096	37.71377048	62.88968273	58.42340527	63.62710584	29.70432986	29.99874455	28.13958789	27.25794015	22.90021756	24.11332068	60.41748643	59.86743838	60.11048775	57.28016236	56.43819298	57.27459557	55.96267203	55.78973579	58.59356509	53.3277157	51.73990061	51.67502841				
ACOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
ACOT1	0.776389584	0.687421997	0.997965335	0.603019723	0.413459908	0.663335579	1.063274891	0.798236523	0.988865601	2.530475107	2.5634559	2.411149312	2.034943855	1.755392868	1.856332533	2.106600653	1.641289494	1.739740472	0.581164934	0.867876739	0.671668815	1.011947554	0.8008702	0.980861759				
ACOT11	0.679632804	0.871718641	0.952023501	2.929029153	2.986681883	3.438864855	14.03215451	14.3787884	14.3388087	7.779923703	9.058815414	8.049277879	0.227387956	0.291501394	0.49444242	0.112443149	0.160851147	0.116423254	1.194293082	1.167372274	1.093467324	0.560631232	0.664964477	0.592614621				
ACOT12	0.099708392	0.011704141	0.119301984	0.048402027	0.044249072	0	0.078903778	0.059013051	0	0.013540754	0.040382518	0.13252837	0.032056786	0.131505263	0.061960615	0.016908857	0.01511769	0.014589477	0.046647828	0.048762742	0.08086833	0.137242341	0.139993453	0.2110632				
ACOT13	10.10384041	10.44904187	10.18564781	6.071976413	6.039117399	6.967862939	9.346064645	11.11830057	7.181395569	5.544129898	4.378739069	4.684310804	14.1012416	14.4504935	12.82234635	10.46283118	9.261416529	9.895981041	16.35903255	15.28681445	15.37976402	20.19953869	20.80967522	20.16655385				
ACOT2	3.755258781	4.137330812	3.849293266	2.928182569	3.464276388	2.12764189	6.016954128	4.84416129	5.132334987	11.46846993	10.60241136	10.13115056	12.59939049	12.19352173	11.34331224	8.62476217	10.7597233	9.17233761	4.731098334	4.020104579	4.572541805	6.116602442	6.049427755	6.175717378				
ACOT4	0.516641598	0.679227461	0.824221735	0.902866846	1.436806959	1.029958552	1.214844668	0.880639616	1.60074424	1.945819584	2.529516063	2.522983576	5.787768891	6.69284165	5.222421829	8.971640429	7.060387142	6.934650326	0.418958667	0.505330803	0.297970724	0.948166293	0.884272369	1.036922693				
ACOT6	0	0	0.089575796	0	0.027686365	0.02914977	0.197478379	0.118157097	0	0.101668367	0.101068344	0.33168865	0.133718188	0.054854674	0.103382307	0.042319059	0.113508513	0.036514175	0	0	0	0.024534761	0.050053153	0				
ACOT7	16.54083546	16.26214244	15.6077857	15.41940868	16.35182881	15.67701248	10.27796845	9.246695486	10.06482931	21.11462042	20.73589057	23.18423601	30.92439909	28.28074171	29.69099599	15.06664772	14.58366621	15.97453107	15.87329532	14.42965869	13.84160699	15.45279161	14.15798164	14.54339418				
ACOT8	14.36037376	14.4700396	13.00401303	22.70567329	20.19101672	21.42865104	13.02867664	14.24641109	12.40980171	16.79020515	13.93387924	15.72760753	31.97168249	34.23207498	32.71115118	21.46135722	19.29853383	19.26461791	13.05287957	12.17318545	12.6699182	13.15950671	13.49644908	14.19650607				
ACOT9	4.554460446	4.618137485	4.85637839	6.727177783	6.403347383	5.893017697	8.296735884	9.191105656	7.618127259	9.332304965	10.00595274	10.93059921	6.730420379	6.468938786	6.482908275	6.249290165	6.405719633	6.197092657	5.82774809	6.231573357	5.893382194	7.011402696	6.881280204	6.384542706				
ACOX1	88.65945559	89.50904573	89.9742425	86.38702945	96.17843125	91.56565606	37.9926387	36.17877076	41.66211594	17.93510443	17.90590765	17.1646736	17.17753969	18.88348609	18.91763719	23.27245793	24.9565759	22.79686881	63.08130763	59.74908915	59.83432734	70.67163619	69.33800716	67.18552061				
ACOX2	6.164740666	6.942673018	5.704961979	1.811011479	1.21143251	0.935340749	6.480583454	5.945535072	7.357455697	5.535981802	5.699856511	5.912795024	0.780121972	0.800065745	1.225128447	0.154307858	0.358700987	0.239654749	9.471859489	10.72454709	10.15970436	11.1289518	10.93226896	11.25717854				
